Level	Rule Name	Subject	Property	Value
ERROR	multiple_labels	Datenbank	rdfs:label	Datenbank@de
ERROR	multiple_labels	Datenbank	rdfs:label	database [ita]@en
ERROR	multiple_labels	Deep Learning	rdfs:label	Deep Learning@de
ERROR	multiple_labels	Deep Learning	rdfs:label	deep learning [ita]@en
ERROR	multiple_labels	input layer [ita]	rdfs:label	Eingangsvektor@de
ERROR	multiple_labels	input layer [ita]	rdfs:label	input layer [ita]@en
ERROR	multiple_labels	Elastomere	rdfs:label	Elastomere@de
ERROR	multiple_labels	Elastomere	rdfs:label	elastomers [ita]@en
ERROR	multiple_labels	Ergebnisvektor	rdfs:label	Ergebnisvektor@de
ERROR	multiple_labels	Ergebnisvektor	rdfs:label	output layer [ita]@en
ERROR	multiple_labels	Extrusion	rdfs:label	Extrusion@de
ERROR	multiple_labels	Extrusion	rdfs:label	extrusion [ita]@en
ERROR	multiple_labels	hidden layer [ita]	rdfs:label	Hidden-Layer@de
ERROR	multiple_labels	hidden layer [ita]	rdfs:label	hidden layer [ita]@en
ERROR	multiple_labels	Industrie 4.0 [ita]	rdfs:label	Industrie 4.0@de
ERROR	multiple_labels	Industrie 4.0 [ita]	rdfs:label	Industrie 4.0 [ita]@en
ERROR	multiple_labels	Kautschuk	rdfs:label	Kautschuk@de
ERROR	multiple_labels	Kautschuk	rdfs:label	rubber [ita]@en
ERROR	multiple_labels	Künstliche Intelligenz (KI)	rdfs:label	Artificial Intelligence (AI) [ita]@en
ERROR	multiple_labels	Künstliche Intelligenz (KI)	rdfs:label	Künstliche Intelligenz (KI)@de
ERROR	multiple_labels	machine learning [ita]	rdfs:label	machine learning [ita]@en
ERROR	multiple_labels	machine learning [ita]	rdfs:label	maschinelles Lernen@de
ERROR	multiple_labels	Mikrocontroller	rdfs:label	Mikrocontroller@de
ERROR	multiple_labels	Mikrocontroller	rdfs:label	microcontroller [ita]@en
ERROR	multiple_labels	Mischen	rdfs:label	Mischen@de
ERROR	multiple_labels	Mischen	rdfs:label	mixing [ita]@en
ERROR	multiple_labels	Mustererkennung	rdfs:label	Mustererkennung@de
ERROR	multiple_labels	Mustererkennung	rdfs:label	pattern recognition [ita]@en
ERROR	multiple_labels	neuronales Netz	rdfs:label	neural network [ita]@en
ERROR	multiple_labels	neuronales Netz	rdfs:label	neuronales Netz@de
ERROR	multiple_labels	online characterisation [ita]	rdfs:label	Online-Charakterisierung@de
ERROR	multiple_labels	online characterisation [ita]	rdfs:label	online characterisation [ita]@en
ERROR	multiple_labels	online optimization [ita]	rdfs:label	Online-Optimierung@de
ERROR	multiple_labels	online optimization [ita]	rdfs:label	online optimization [ita]@en
ERROR	multiple_labels	Optimierungsmethoden	rdfs:label	Optimierungsmethoden@de
ERROR	multiple_labels	Optimierungsmethoden	rdfs:label	optimization [ita]@en
ERROR	multiple_labels	Production-in-the-loop	rdfs:label	Production-in-the-Loop [ita]@en
ERROR	multiple_labels	Production-in-the-loop	rdfs:label	Production-in-the-loop@de
ERROR	multiple_labels	regression analysis [ita]	rdfs:label	Regressionsanalyse@de
ERROR	multiple_labels	regression analysis [ita]	rdfs:label	regression analysis [ita]@en
ERROR	multiple_labels	Simulationsumgebung	rdfs:label	Simulationsumgebung@de
ERROR	multiple_labels	Simulationsumgebung	rdfs:label	simulation environment [ita]@en
ERROR	multiple_labels	test dataset [ita]	rdfs:label	Test-Dataset@de
ERROR	multiple_labels	test dataset [ita]	rdfs:label	test dataset [ita]@en
ERROR	multiple_labels	Train-Dataset	rdfs:label	Train-Dataset@de
ERROR	multiple_labels	Train-Dataset	rdfs:label	train dataset [ita]@en
ERROR	multiple_labels	überwachtes Lernen	rdfs:label	supervised learning [ita]@en
ERROR	multiple_labels	überwachtes Lernen	rdfs:label	überwachtes Lernen@de
ERROR	multiple_labels	unüberwachtes Lernen	rdfs:label	unsupervised learning [ita]@en
ERROR	multiple_labels	unüberwachtes Lernen	rdfs:label	unüberwachtes Lernen@de
ERROR	multiple_labels	Validation-Dataset	rdfs:label	Validation-Dataset@de
ERROR	multiple_labels	Validation-Dataset	rdfs:label	validation dataset [ita]@en
ERROR	multiple_labels	Validierung	rdfs:label	Validierung@de
ERROR	multiple_labels	Validierung	rdfs:label	validation [ita]@en
ERROR	multiple_labels	rolling [ita]	rdfs:label	Walzen@de
ERROR	multiple_labels	rolling [ita]	rdfs:label	rolling [ita]@en
ERROR	multiple_labels	Zweischneckenextruder	rdfs:label	Zweischneckenextruder@de
ERROR	multiple_labels	Zweischneckenextruder	rdfs:label	twin screw extruder [ita]@en
ERROR	multiple_labels	Mischungstemperatur	rdfs:label	Mischungstemperatur@de
ERROR	multiple_labels	Mischungstemperatur	rdfs:label	Mixing temperature [ita]@en
ERROR	multiple_labels	Stamp pressure [ita]	rdfs:label	Stamp pressure [ita]@en
ERROR	multiple_labels	Stamp pressure [ita]	rdfs:label	Stemepeldruck@de
ERROR	multiple_labels	rotation speed (Mixer) [ita]	rdfs:label	Drehzahl (Mischer)@de
ERROR	multiple_labels	rotation speed (Mixer) [ita]	rdfs:label	rotation speed (Mixer) [ita]@en
ERROR	multiple_labels	Mixing time [ita]	rdfs:label	Mischzeit@de
ERROR	multiple_labels	Mixing time [ita]	rdfs:label	Mixing time [ita]@en
ERROR	multiple_labels	Torque (mixer) [ita]	rdfs:label	Drehmoment (Mischer)@de
ERROR	multiple_labels	Torque (mixer) [ita]	rdfs:label	Torque (mixer) [ita]@en
ERROR	multiple_labels	Screw speed [ita]	rdfs:label	Schneckendrezahl@de
ERROR	multiple_labels	Screw speed [ita]	rdfs:label	Screw speed [ita]@en
ERROR	multiple_labels	Schneckendrehmoment	rdfs:label	Schneckendrehmoment@de
ERROR	multiple_labels	Schneckendrehmoment	rdfs:label	Screw torque [ita]@en
ERROR	multiple_labels	Tempering screw [ita]	rdfs:label	Temperierung Schnecke@de
ERROR	multiple_labels	Tempering screw [ita]	rdfs:label	Tempering screw [ita]@en
ERROR	multiple_labels	Tempering Feed roller [ita]	rdfs:label	Temperierung Speisewalze@de
ERROR	multiple_labels	Tempering Feed roller [ita]	rdfs:label	Tempering Feed roller [ita]@en
ERROR	multiple_labels	Tempering cylinder [ita]	rdfs:label	Temperierung Zylinder@de
ERROR	multiple_labels	Tempering cylinder [ita]	rdfs:label	Tempering cylinder [ita]@en
ERROR	multiple_labels	Zylinderdruck	rdfs:label	Cylinder pressure [ita]@en
ERROR	multiple_labels	Zylinderdruck	rdfs:label	Zylinderdruck@de
ERROR	multiple_labels	Temperiung Werkzeug	rdfs:label	Tempering Tool [ita]@en
ERROR	multiple_labels	Temperiung Werkzeug	rdfs:label	Temperiung Werkzeug@de
ERROR	multiple_labels	Tool pressure [ita]	rdfs:label	Tool pressure [ita]@en
ERROR	multiple_labels	Tool pressure [ita]	rdfs:label	Werkzeugdruck@de
ERROR	multiple_labels	Oberflächennahe Massentemperatur im Werkzeug	rdfs:label	Near-surface mass temperature in the tool [ita]@en
ERROR	multiple_labels	Oberflächennahe Massentemperatur im Werkzeug	rdfs:label	Oberflächennahe Massentemperatur im Werkzeug@de
ERROR	multiple_labels	Radiales Temperaturprofil der Mischung im Schneckenkanal	rdfs:label	Radial temperature profile of the mixture in the screw channel [ita]@en
ERROR	multiple_labels	Radiales Temperaturprofil der Mischung im Schneckenkanal	rdfs:label	Radiales Temperaturprofil der Mischung im Schneckenkanal@de
ERROR	multiple_labels	Outlet surface [ita]	rdfs:label	Austrittsfläche@de
ERROR	multiple_labels	Outlet surface [ita]	rdfs:label	Outlet surface [ita]@en
ERROR	multiple_labels	Durchsatz	rdfs:label	Durchsatz@de
ERROR	multiple_labels	Durchsatz	rdfs:label	Throughput [ita]@en
ERROR	multiple_labels	factor [hsh]	rdfs:label	factor [hsh]@en
ERROR	multiple_labels	factor [hsh]	rdfs:label	faktor [hsh]@de
ERROR	multiple_labels	faktor [ncti]	rdfs:label	factor [ncti]@en
ERROR	multiple_labels	faktor [ncti]	rdfs:label	faktor [ncti]@de
ERROR	multiple_labels	faktor [proco]	rdfs:label	factor [proco]@en
ERROR	multiple_labels	faktor [proco]	rdfs:label	faktor [proco]@de
ERROR	multiple_labels	faktor [allotrope]	rdfs:label	factor [allotrope]@en
ERROR	multiple_labels	faktor [allotrope]	rdfs:label	faktor [allotrope]@de
ERROR	multiple_labels	kosten [hsh]	rdfs:label	cost [hsh]@en
ERROR	multiple_labels	kosten [hsh]	rdfs:label	kosten [hsh]@de
ERROR	multiple_labels	cost [ncti]	rdfs:label	cost [ncti]@en
ERROR	multiple_labels	cost [ncti]	rdfs:label	kosten [ncti]@de
ERROR	multiple_labels	kostengruppe [hsh]	rdfs:label	cost group [hsh]@en
ERROR	multiple_labels	kostengruppe [hsh]	rdfs:label	kostengruppe [hsh]@de
ERROR	multiple_labels	personalkosten [hsh]	rdfs:label	human ressource cost [hsh]@en
ERROR	multiple_labels	personalkosten [hsh]	rdfs:label	personalkosten [hsh]@de
ERROR	multiple_labels	wartungskosten [hsh]	rdfs:label	maintenance cost [hsh]@en
ERROR	multiple_labels	wartungskosten [hsh]	rdfs:label	wartungskosten [hsh]@de
ERROR	multiple_labels	energiekosten [hsh]	rdfs:label	energiekosten [hsh]@de
ERROR	multiple_labels	energiekosten [hsh]	rdfs:label	energy cost [hsh]@en
ERROR	multiple_labels	material cost [hsh]	rdfs:label	material cost [hsh]@en
ERROR	multiple_labels	material cost [hsh]	rdfs:label	materialkosten [hsh]@de
ERROR	multiple_labels	lagerhaltungskosten [hsh]	rdfs:label	lagerhaltungskosten [hsh]@de
ERROR	multiple_labels	lagerhaltungskosten [hsh]	rdfs:label	storage cost [hsh]@en
ERROR	multiple_labels	produktionskosten [hsh]	rdfs:label	production cost [hsh]@en
ERROR	multiple_labels	produktionskosten [hsh]	rdfs:label	produktionskosten [hsh]@de
ERROR	multiple_labels	investment cost [hsh]	rdfs:label	investitionskosten [hsh]@de
ERROR	multiple_labels	investment cost [hsh]	rdfs:label	investment cost [hsh]@en
ERROR	multiple_labels	waste management cost [hsh]	rdfs:label	abfallmanagementkosten [hsh]@de
ERROR	multiple_labels	waste management cost [hsh]	rdfs:label	waste management cost [hsh]@en
ERROR	multiple_labels	umsatz [hsh]	rdfs:label	turnover [hsh]@en
ERROR	multiple_labels	umsatz [hsh]	rdfs:label	umsatz [hsh]@de
ERROR	multiple_labels	machine [hsh]	rdfs:label	machine [hsh]@en
ERROR	multiple_labels	machine [hsh]	rdfs:label	maschine [hsh]@de
ERROR	multiple_labels	zustand [hsh]	rdfs:label	condition [hsh]@en
ERROR	multiple_labels	zustand [hsh]	rdfs:label	zustand [hsh]@de
ERROR	multiple_labels	zustand [ncti]	rdfs:label	condition [ncti]@en
ERROR	multiple_labels	zustand [ncti]	rdfs:label	zustand [ncti]@de
ERROR	multiple_labels	condition [shacl]	rdfs:label	condition [shacl]@en
ERROR	multiple_labels	condition [shacl]	rdfs:label	zustand [shacl]@de
ERROR	multiple_labels	condition [ssn]	rdfs:label	condition [ssn]@en
ERROR	multiple_labels	condition [ssn]	rdfs:label	zustand [ssn]@de
ERROR	multiple_labels	rohmaterial [hsh]	rdfs:label	raw material [hsh]@en
ERROR	multiple_labels	rohmaterial [hsh]	rdfs:label	rohmaterial [hsh]@de
ERROR	multiple_labels	halbfabrikat [hsh]	rdfs:label	halbfabrikat [hsh]@de
ERROR	multiple_labels	halbfabrikat [hsh]	rdfs:label	semi-finished product [hsh]@en
ERROR	multiple_labels	finished product [hsh]	rdfs:label	endprodukt [hsh]@de
ERROR	multiple_labels	finished product [hsh]	rdfs:label	finished product [hsh]@en
ERROR	multiple_labels	ersatzteil [hsh]	rdfs:label	ersatzteil [hsh]@de
ERROR	multiple_labels	ersatzteil [hsh]	rdfs:label	spare parts [hsh]@en
ERROR	multiple_labels	wear parts [hsh]	rdfs:label	verschleißteil [hsh]@de
ERROR	multiple_labels	wear parts [hsh]	rdfs:label	wear parts [hsh]@en
ERROR	multiple_labels	packaging [hsh]	rdfs:label	packaging [hsh]@en
ERROR	multiple_labels	packaging [hsh]	rdfs:label	verpackung [hsh]@de
ERROR	multiple_labels	operator [hsh]	rdfs:label	operator [hsh]@de
ERROR	multiple_labels	operator [hsh]	rdfs:label	operator [hsh]@en
ERROR	multiple_labels	operator [ncti]	rdfs:label	operator [ncti]@de
ERROR	multiple_labels	operator [ncti]	rdfs:label	operator [ncti]@en
ERROR	multiple_labels	supervisor [hsh]	rdfs:label	supervisor [hsh]@de
ERROR	multiple_labels	supervisor [hsh]	rdfs:label	supervisor [hsh]@en
ERROR	multiple_labels	supervisor [ncti]	rdfs:label	supervisor [ncti]@de
ERROR	multiple_labels	supervisor [ncti]	rdfs:label	supervisor [ncti]@en
ERROR	multiple_labels	supervisor [m4i]	rdfs:label	supervisor  [m4i]@de
ERROR	multiple_labels	supervisor [m4i]	rdfs:label	supervisor [m4i]@en
ERROR	multiple_labels	operational assistant [hsh]	rdfs:label	hilfskraft [hsh]@de
ERROR	multiple_labels	operational assistant [hsh]	rdfs:label	operational assistant [hsh]@en
ERROR	multiple_labels	lagerist [hsh]	rdfs:label	lagerist [hsh]@de
ERROR	multiple_labels	lagerist [hsh]	rdfs:label	warehouse clerk [hsh]@en
ERROR	multiple_labels	qualitätsprüfer [hsh]	rdfs:label	quality inspector [hsh]@en
ERROR	multiple_labels	qualitätsprüfer [hsh]	rdfs:label	qualitätsprüfer [hsh]@de
ERROR	multiple_labels	fördermittel [hsh]	rdfs:label	conveyor vehicle [hsh]@en
ERROR	multiple_labels	fördermittel [hsh]	rdfs:label	fördermittel [hsh]@de
ERROR	multiple_labels	mean time to failure [hsh]	rdfs:label	mean time to failure [hsh]@en
ERROR	multiple_labels	mean time to failure [hsh]	rdfs:label	mittlere zeit bis zum ausfall [hsh]@de
ERROR	multiple_labels	mean time to repair [hsh]	rdfs:label	mean time to repair [hsh]@en
ERROR	multiple_labels	mean time to repair [hsh]	rdfs:label	mittlere reperaturdauer [hsh]@de
ERROR	multiple_labels	wartungsintevall [hsh]	rdfs:label	maintenance interval [hsh]@en
ERROR	multiple_labels	wartungsintevall [hsh]	rdfs:label	wartungsintevall [hsh]@de
ERROR	multiple_labels	wartungsintevall	rdfs:label	maintenance interval [iirds]@en
ERROR	multiple_labels	wartungsintevall	rdfs:label	wartungsintevall@de
ERROR	multiple_labels	wartungsdauer [hsh]	rdfs:label	maintenance duration [hsh]@en
ERROR	multiple_labels	wartungsdauer [hsh]	rdfs:label	wartungsdauer [hsh]@de
ERROR	multiple_labels	energy consumption [hsh]	rdfs:label	energy consumption [hsh]@en
ERROR	multiple_labels	energy consumption [hsh]	rdfs:label	stromverbrauch [hsh]@de
ERROR	multiple_labels	unit cost [hsh]	rdfs:label	stückkosten [hsh]@de
ERROR	multiple_labels	unit cost [hsh]	rdfs:label	unit cost [hsh]@en
ERROR	multiple_labels	building [hsh]	rdfs:label	building [hsh]@en
ERROR	multiple_labels	building [hsh]	rdfs:label	gebäude [hsh]@de
ERROR	multiple_labels	building [bwmd]	rdfs:label	building [bwmd]@en
ERROR	multiple_labels	building [bwmd]	rdfs:label	gebäude@de
ERROR	multiple_labels	building [allotrope]	rdfs:label	building [allotrope]@en
ERROR	multiple_labels	building [allotrope]	rdfs:label	gebäude@de
ERROR	multiple_labels	building [ncit]	rdfs:label	building [ncit]@en
ERROR	multiple_labels	building [ncit]	rdfs:label	gebäude@de
ERROR	multiple_labels	gebäude	rdfs:label	building [envo]@en
ERROR	multiple_labels	gebäude	rdfs:label	gebäude@de
ERROR	multiple_labels	throughput [hsh]	rdfs:label	durchsatz [hsh]@de
ERROR	multiple_labels	throughput [hsh]	rdfs:label	throughput [hsh]@en
ERROR	multiple_labels	indirect cost [hsh]	rdfs:label	indirect cost [hsh]@en
ERROR	multiple_labels	indirect cost [hsh]	rdfs:label	indirekte kosten [hsh]@de
ERROR	multiple_labels	direkte kosten [hsh]	rdfs:label	direct cost [hsh]@en
ERROR	multiple_labels	direkte kosten [hsh]	rdfs:label	direkte kosten [hsh]@de
ERROR	multiple_labels	direct cost	rdfs:label	direct cost@en
ERROR	multiple_labels	direct cost	rdfs:label	direkte kosten@de
ERROR	multiple_labels	einheit [hsh]	rdfs:label	einheit [hsh]@de
ERROR	multiple_labels	einheit [hsh]	rdfs:label	unit [hsh]@en
ERROR	multiple_labels	einheit [ncti]	rdfs:label	einheit [ncti]@de
ERROR	multiple_labels	einheit [ncti]	rdfs:label	unit [ncti]@en
ERROR	multiple_labels	unit [ncti]	rdfs:label	einheit [ncti]@de
ERROR	multiple_labels	unit [ncti]	rdfs:label	unit [ncti]@en
ERROR	multiple_labels	einheit [ncti]	rdfs:label	einheit [ncti]@de
ERROR	multiple_labels	einheit [ncti]	rdfs:label	unit [ncti]@en
ERROR	multiple_labels	einheit [sd]	rdfs:label	einheit [sd]@de
ERROR	multiple_labels	einheit [sd]	rdfs:label	unit [sd]@en
ERROR	multiple_labels	unit [uo]	rdfs:label	einheit [uo]@de
ERROR	multiple_labels	unit [uo]	rdfs:label	unit [uo]@en
ERROR	multiple_labels	extruder [hsh]	rdfs:label	extruder [hsh]@de
ERROR	multiple_labels	extruder [hsh]	rdfs:label	extruder [hsh]@en
ERROR	multiple_labels	knetmaschine [hsh]	rdfs:label	banbury mixer [hsh]@en
ERROR	multiple_labels	knetmaschine [hsh]	rdfs:label	knetmaschine [hsh]@de
ERROR	multiple_labels	tire building machine [hsh]	rdfs:label	reifenproduktionsmaschine [hsh]@de
ERROR	multiple_labels	tire building machine [hsh]	rdfs:label	tire building machine [hsh]@en
ERROR	multiple_labels	cutter [hsh]	rdfs:label	cutter [hsh]@en
ERROR	multiple_labels	cutter [hsh]	rdfs:label	schneidemaschine [hsh]@de
ERROR	multiple_labels	kalandar [hsh]	rdfs:label	calandar [hsh]@en
ERROR	multiple_labels	kalandar [hsh]	rdfs:label	kalandar [hsh]@de
ERROR	multiple_labels	storage robot [hsh]	rdfs:label	lagerroboter [hsh]@de
ERROR	multiple_labels	storage robot [hsh]	rdfs:label	storage robot [hsh]@en
ERROR	multiple_labels	gantry crane [hsh]	rdfs:label	gantry crane [hsh]@en
ERROR	multiple_labels	gantry crane [hsh]	rdfs:label	portalkran [hsh]@de
ERROR	multiple_labels	uniformity grading machine [hsh]	rdfs:label	gleichförmigkeitsmessautomat [hsh]@de
ERROR	multiple_labels	uniformity grading machine [hsh]	rdfs:label	uniformity grading machine [hsh]@en
ERROR	multiple_labels	forklift [hsh]	rdfs:label	forklift [hsh]@en
ERROR	multiple_labels	forklift [hsh]	rdfs:label	gabelstapler [hsh]@de
ERROR	multiple_labels	fördertechnik [hsh]	rdfs:label	conveyor [hsh]@en
ERROR	multiple_labels	fördertechnik [hsh]	rdfs:label	fördertechnik [hsh]@de
ERROR	multiple_labels	lift truck [hsh]	rdfs:label	hubwagen [hsh]@de
ERROR	multiple_labels	lift truck [hsh]	rdfs:label	lift truck [hsh]@en
ERROR	multiple_labels	wekzeuge [hsh]	rdfs:label	tools [hsh]@en
ERROR	multiple_labels	wekzeuge [hsh]	rdfs:label	wekzeuge [hsh]@de
ERROR	multiple_labels	small parts [hsh]	rdfs:label	kleinteile [hsh]@de
ERROR	multiple_labels	small parts [hsh]	rdfs:label	small parts [hsh]@en
ERROR	multiple_labels	ganze komponenten [hsh]	rdfs:label	ganze komponenten [hsh]@de
ERROR	multiple_labels	ganze komponenten [hsh]	rdfs:label	whole components [hsh]@en
ERROR	multiple_labels	lighting [hsh]	rdfs:label	beleuchtung [hsh]@de
ERROR	multiple_labels	lighting [hsh]	rdfs:label	lighting [hsh]@en
ERROR	multiple_labels	klimatisierung [hsh]	rdfs:label	air conditioning [hsh]@en
ERROR	multiple_labels	klimatisierung [hsh]	rdfs:label	klimatisierung [hsh]@de
ERROR	multiple_labels	office equipment [hsh]	rdfs:label	büroausstattung [hsh]@de
ERROR	multiple_labels	office equipment [hsh]	rdfs:label	office equipment [hsh]@en
ERROR	multiple_labels	narural rubber [hsh]	rdfs:label	narural rubber [hsh]@en
ERROR	multiple_labels	narural rubber [hsh]	rdfs:label	naturkautschuk [hsh]@de
ERROR	multiple_labels	naturkautschuk [ncti]	rdfs:label	narural rubber [ncti]@en
ERROR	multiple_labels	naturkautschuk [ncti]	rdfs:label	naturkautschuk [ncti]@de
ERROR	multiple_labels	synthetic rubber [hsh]	rdfs:label	synthetic rubber [hsh]@en
ERROR	multiple_labels	synthetic rubber [hsh]	rdfs:label	synthetikkautschuk [hsh]@de
ERROR	multiple_labels	filling material [hsh]	rdfs:label	filling material [hsh]@en
ERROR	multiple_labels	filling material [hsh]	rdfs:label	füllstoffe [hsh]@de
ERROR	multiple_labels	reinforcing materials [hsh]	rdfs:label	reinforcing materials [hsh]@en
ERROR	multiple_labels	reinforcing materials [hsh]	rdfs:label	verstärkungsmaterialien [hsh]@de
ERROR	multiple_labels	weichmacher [hsh]	rdfs:label	plasticizer [hsh]@en
ERROR	multiple_labels	weichmacher [hsh]	rdfs:label	weichmacher [hsh]@de
ERROR	multiple_labels	plasticizer [ncti]	rdfs:label	plasticizer [ncti]@en
ERROR	multiple_labels	plasticizer [ncti]	rdfs:label	weichmacher [ncti]@de
ERROR	multiple_labels	weichmacher [chebi]	rdfs:label	plasticizer [chebi]@en
ERROR	multiple_labels	weichmacher [chebi]	rdfs:label	weichmacher [chebi]@de
ERROR	multiple_labels	vulcanization chemicals [hsh]	rdfs:label	vulcanization chemicals [hsh]@en
ERROR	multiple_labels	vulcanization chemicals [hsh]	rdfs:label	vulkanisationschemikalien [hsh]@de
ERROR	multiple_labels	sonstige additive [hsh]	rdfs:label	other additives [hsh]@en
ERROR	multiple_labels	sonstige additive [hsh]	rdfs:label	sonstige additive [hsh]@de
ERROR	multiple_labels	Agglomerat [dik]	rdfs:label	Agglomerat [dik]@de
ERROR	multiple_labels	Agglomerat [dik]	rdfs:label	Agglomerate [dik]@en
ERROR	multiple_labels	Aggregate [dik]	rdfs:label	Aggregat [dik]@de
ERROR	multiple_labels	Aggregate [dik]	rdfs:label	Aggregate [dik]@en
ERROR	multiple_labels	Particle [dik]	rdfs:label	Particle [dik]@en
ERROR	multiple_labels	Particle [dik]	rdfs:label	Partikel [dik]@de
ERROR	multiple_labels	Partikel [ncit]	rdfs:label	Particle [ncit]@en
ERROR	multiple_labels	Partikel [ncit]	rdfs:label	Partikel [ncit]@de
ERROR	multiple_labels	Polymer [dik]	rdfs:label	Polymer [dik]@de
ERROR	multiple_labels	Polymer [dik]	rdfs:label	Polymer [dik]@en
ERROR	multiple_labels	Polymer [chebi]	rdfs:label	Polymer [chebi]@de
ERROR	multiple_labels	Polymer [chebi]	rdfs:label	Polymer [chebi]@en
ERROR	multiple_labels	Polymer [ncit]	rdfs:label	Polymer [ncit]@de
ERROR	multiple_labels	Polymer [ncit]	rdfs:label	Polymer [ncit]@en
ERROR	multiple_labels	Polymer [proco]	rdfs:label	Polymer [proco]@de
ERROR	multiple_labels	Polymer [proco]	rdfs:label	Polymer [proco]@en
ERROR	multiple_labels	Rohkautschuk [dik]	rdfs:label	Raw Rubber [dik]@en
ERROR	multiple_labels	Rohkautschuk [dik]	rdfs:label	Rohkautschuk [dik]@de
ERROR	multiple_labels	Synthesekautschuk [dik]	rdfs:label	Synthesekautschuk [dik]@de
ERROR	multiple_labels	Synthesekautschuk [dik]	rdfs:label	Synthetic Rubber [dik]@en
ERROR	multiple_labels	M-Gruppe Kautschuk [dik]	rdfs:label	M-Gruppe Kautschuk [dik]@de
ERROR	multiple_labels	M-Gruppe Kautschuk [dik]	rdfs:label	M-group Rubber [dik]@en
ERROR	multiple_labels	Ethylen-Propylen-Dien-‎Kautschuk ‎[dik]	rdfs:label	Ethylen-Propylen-Dien-‎Kautschuk ‎[dik]@de
ERROR	multiple_labels	Ethylen-Propylen-Dien-‎Kautschuk ‎[dik]	rdfs:label	Ethylene Propylene Diene Rubber [dik]@en
ERROR	multiple_labels	Dienkautschuk [dik]	rdfs:label	Diene Rubber [dik]@en
ERROR	multiple_labels	Dienkautschuk [dik]	rdfs:label	Dienkautschuk [dik]@de
ERROR	multiple_labels	Keltan 5470C [dik]	rdfs:label	Keltan 5470C [dik]@de
ERROR	multiple_labels	Keltan 5470C [dik]	rdfs:label	Keltan 5470C [dik]@en
ERROR	multiple_labels	Filler [dik]	rdfs:label	Filler [dik]@en
ERROR	multiple_labels	Filler [dik]	rdfs:label	Füllstoff [dik]@de
ERROR	multiple_labels	Carbon Black [dik]	rdfs:label	Carbon Black [dik]@en
ERROR	multiple_labels	Carbon Black [dik]	rdfs:label	Ruß [dik]@de
ERROR	multiple_labels	Carbon Black [chebi]	rdfs:label	Carbon Black [chebi]@en
ERROR	multiple_labels	Carbon Black [chebi]	rdfs:label	Ruß [chebi]@de
ERROR	multiple_labels	N-Carbon Black [dik]	rdfs:label	N-Carbon Black [dik]@en
ERROR	multiple_labels	N-Carbon Black [dik]	rdfs:label	N-Ruß [dik]@de
ERROR	multiple_labels	S-Carbon Black [dik]	rdfs:label	S-Carbon Black [dik]@en
ERROR	multiple_labels	S-Carbon Black [dik]	rdfs:label	S-Ruß [dik]@de
ERROR	multiple_labels	N600-Ruß [dik]	rdfs:label	N600-Carbon Black [dik]@en
ERROR	multiple_labels	N600-Ruß [dik]	rdfs:label	N600-Ruß [dik]@de
ERROR	multiple_labels	Corax N660 [dik]	rdfs:label	Corax N660 [dik]@de
ERROR	multiple_labels	Corax N660 [dik]	rdfs:label	Corax N660 [dik]@en
ERROR	multiple_labels	Weichmacher ‎[dik]	rdfs:label	Softener [dik]@en
ERROR	multiple_labels	Weichmacher ‎[dik]	rdfs:label	Weichmacher ‎[dik]@de
ERROR	multiple_labels	Paraffinic Oil [dik]	rdfs:label	Paraffinic Oil [dik]@en
ERROR	multiple_labels	Paraffinic Oil [dik]	rdfs:label	Paraffinöl [dik]@de
ERROR	multiple_labels	‎P460 [dik]	rdfs:label	‎P460 [dik]@de
ERROR	multiple_labels	‎P460 [dik]	rdfs:label	‎P460 [dik]@en
ERROR	multiple_labels	Process Oil [dik]	rdfs:label	Process Oil [dik]@en
ERROR	multiple_labels	Process Oil [dik]	rdfs:label	‎Prozessöl‎ [dik]@de
ERROR	multiple_labels	Processing Aid [dik]	rdfs:label	Processing Aid [dik]@en
ERROR	multiple_labels	Processing Aid [dik]	rdfs:label	Verarbeitungshilfsmittel [dik]@de
ERROR	multiple_labels	Alterungsschutzmittel [dik]	rdfs:label	Alterungsschutzmittel [dik]@de
ERROR	multiple_labels	Alterungsschutzmittel [dik]	rdfs:label	Antidegradant [dik]@en
ERROR	multiple_labels	Antilux 500‎ [dik]	rdfs:label	Antilux 500‎ [dik]@de
ERROR	multiple_labels	Antilux 500‎ [dik]	rdfs:label	Antilux 500‎ [dik]@en
ERROR	multiple_labels	Aktivator [dik]	rdfs:label	Activator [dik]@en
ERROR	multiple_labels	Aktivator [dik]	rdfs:label	Aktivator [dik]@de
ERROR	multiple_labels	Activator [ncit]	rdfs:label	Activator [ncit]@en
ERROR	multiple_labels	Activator [ncit]	rdfs:label	Aktivator [ncit]@de
ERROR	multiple_labels	Zinkoxid [dik]	rdfs:label	Zinc Oxide [dik]@en
ERROR	multiple_labels	Zinkoxid [dik]	rdfs:label	Zinkoxid [dik]@de
ERROR	multiple_labels	Zinkoxid Rotsiegel [dik]	rdfs:label	Zinkoxid Rotsiegel [dik]@de
ERROR	multiple_labels	Zinkoxid Rotsiegel [dik]	rdfs:label	Zinkoxid Rotsiegel [dik]@en
ERROR	multiple_labels	Stearic Acid [dik]	rdfs:label	Stearic Acid [dik]@en
ERROR	multiple_labels	Stearic Acid [dik]	rdfs:label	Stearinsäure [dik]@de
